,VIX_Close,Log_VIX_Close,SP500_Close,SP500_Log_Return_1,SP500_Log_Return_5,SP500_Log_Return_10,SP500_Log_Return_22,SP500_Log_Return_66,SP500_Volume,SP500_Volume_Change,Log_Oil_Price,Credit_Spread,Term_Spread,FF_Deviation,VIX_t+1,VIX_t+2,VIX_t+3,VIX_t+4,VIX_t+5,VIX_t+6,VIX_t+7,VIX_t+8,VIX_t+9,VIX_t+10,VIX_t+11,VIX_t+12,VIX_t+13,VIX_t+14,VIX_t+15,VIX_t+16,VIX_t+17,VIX_t+18,VIX_t+19,VIX_t+20,VIX_t+21,VIX_t+22,VIX_t+23,VIX_t+24,VIX_t+25,VIX_t+26,VIX_t+27,VIX_t+28,VIX_t+29,VIX_t+30,VIX_t+31,VIX_t+32,VIX_t+33,VIX_t+34
1993-06-01 00:00:00,13.670000076293945,2.615203656316981,453.8299865722656,0.008052927691969584,0.012929416575909316,0.030107377441620203,0.0334738034134797,0.02564384012926603,229690000.0,0.10005825327716167,3.005682604407159,0.7400000000000002,2.93,0.040000000000000036,11.510000228881836,11.479999542236328,11.829999923706055,11.779999732971191,13.829999923706055,10.649999618530273,15.829999923706055,12.720000267028809,14.359999656677246,11.170000076293945,11.859999656677246,14.84000015258789,16.690000534057617,11.729999542236328,11.649999618530273,12.140000343322754,12.210000038146973,13.5600004196167,11.289999961853027,13.40999984741211,11.109999656677246,12.649999618530273,16.719999313354492,17.899999618530273,16.06999969482422,13.779999732971191,18.760000228881836,17.049999237060547,17.889999389648438,20.84000015258789,19.8700008392334,21.0,22.290000915527344,22.31999969482422
1993-07-01 00:00:00,11.510000228881836,2.443216242619268,449.0199890136719,-0.0033572590838001157,0.005359295438793005,0.0010695229640555618,-0.01065524327817243,-0.003889801507626134,292040000.0,0.038109154749097485,2.914522218128448,0.7599999999999998,2.7399999999999998,0.06000000000000005,11.479999542236328,11.829999923706055,11.779999732971191,13.829999923706055,10.649999618530273,15.829999923706055,12.720000267028809,14.359999656677246,11.170000076293945,11.859999656677246,14.84000015258789,16.690000534057617,11.729999542236328,11.649999618530273,12.140000343322754,12.210000038146973,13.5600004196167,11.289999961853027,13.40999984741211,11.109999656677246,12.649999618530273,16.719999313354492,17.899999618530273,16.06999969482422,13.779999732971191,18.760000228881836,17.049999237060547,17.889999389648438,20.84000015258789,19.8700008392334,21.0,22.290000915527344,22.31999969482422,26.010000228881836
1993-09-01 00:00:00,11.479999542236328,2.4406063510165352,463.1499938964844,-0.0008848586777778492,0.0065418936574783895,0.015470418819027805,0.028470115526129384,0.028381241222841885,245040000.0,-0.03129586359342795,2.8859174075467844,0.6799999999999997,2.38,0.08999999999999986,11.829999923706055,11.779999732971191,13.829999923706055,10.649999618530273,15.829999923706055,12.720000267028809,14.359999656677246,11.170000076293945,11.859999656677246,14.84000015258789,16.690000534057617,11.729999542236328,11.649999618530273,12.140000343322754,12.210000038146973,13.5600004196167,11.289999961853027,13.40999984741211,11.109999656677246,12.649999618530273,16.719999313354492,17.899999618530273,16.06999969482422,13.779999732971191,18.760000228881836,17.049999237060547,17.889999389648438,20.84000015258789,19.8700008392334,21.0,22.290000915527344,22.31999969482422,26.010000228881836,23.3700008392334
1993-10-01 00:00:00,11.829999923706055,2.470638671541103,461.2799987792969,0.005107554219306923,0.007944223216749542,0.005325489422786514,-0.004930589955791269,0.02322548408427017,256880000.0,-0.08967444264224511,2.924773184613497,0.6399999999999997,2.36,-0.009999999999999787,11.779999732971191,13.829999923706055,10.649999618530273,15.829999923706055,12.720000267028809,14.359999656677246,11.170000076293945,11.859999656677246,14.84000015258789,16.690000534057617,11.729999542236328,11.649999618530273,12.140000343322754,12.210000038146973,13.5600004196167,11.289999961853027,13.40999984741211,11.109999656677246,12.649999618530273,16.719999313354492,17.899999618530273,16.06999969482422,13.779999732971191,18.760000228881836,17.049999237060547,17.889999389648438,20.84000015258789,19.8700008392334,21.0,22.290000915527344,22.31999969482422,26.010000228881836,23.3700008392334,19.34000015258789
1993-11-01 00:00:00,11.779999732971191,2.46640315555546,469.1000061035156,0.0027110249837845528,0.010500458208272171,0.001386579889989676,0.021918301321084233,0.041035226109327506,256030000.0,-0.055236219732083924,2.8622008809294686,0.7300000000000004,2.3799999999999994,0.020000000000000018,13.829999923706055,10.649999618530273,15.829999923706055,12.720000267028809,14.359999656677246,11.170000076293945,11.859999656677246,14.84000015258789,16.690000534057617,11.729999542236328,11.649999618530273,12.140000343322754,12.210000038146973,13.5600004196167,11.289999961853027,13.40999984741211,11.109999656677246,12.649999618530273,16.719999313354492,17.899999618530273,16.06999969482422,13.779999732971191,18.760000228881836,17.049999237060547,17.889999389648438,20.84000015258789,19.8700008392334,21.0,22.290000915527344,22.31999969482422,26.010000228881836,23.3700008392334,19.34000015258789,22.829999923706055
1993-12-01 00:00:00,13.829999923706055,2.6268401401601125,461.8900146484375,0.00021653841459225306,0.0018636850551598453,-0.010445537315088533,-0.012778154153148553,0.002927066624988235,293870000.0,0.024840648183843683,2.7376090033437546,0.7600000000000007,2.6300000000000003,-0.040000000000000036,10.649999618530273,15.829999923706055,12.720000267028809,14.359999656677246,11.170000076293945,11.859999656677246,14.84000015258789,16.690000534057617,11.729999542236328,11.649999618530273,12.140000343322754,12.210000038146973,13.5600004196167,11.289999961853027,13.40999984741211,11.109999656677246,12.649999618530273,16.719999313354492,17.899999618530273,16.06999969482422,13.779999732971191,18.760000228881836,17.049999237060547,17.889999389648438,20.84000015258789,19.8700008392334,21.0,22.290000915527344,22.31999969482422,26.010000228881836,23.3700008392334,19.34000015258789,22.829999923706055,18.0
1994-02-01 00:00:00,10.649999618530273,2.36555985633668,479.6199951171875,-0.004140513961939807,0.018305856797312673,0.011259504706018018,0.027843253944097448,0.025102883675960863,322510000.0,-0.0011156219199186523,2.7669478423496954,0.6799999999999997,2.6699999999999995,0.25,15.829999923706055,12.720000267028809,14.359999656677246,11.170000076293945,11.859999656677246,14.84000015258789,16.690000534057617,11.729999542236328,11.649999618530273,12.140000343322754,12.210000038146973,13.5600004196167,11.289999961853027,13.40999984741211,11.109999656677246,12.649999618530273,16.719999313354492,17.899999618530273,16.06999969482422,13.779999732971191,18.760000228881836,17.049999237060547,17.889999389648438,20.84000015258789,19.8700008392334,21.0,22.290000915527344,22.31999969482422,26.010000228881836,23.3700008392334,19.34000015258789,22.829999923706055,18.0,36.47999954223633
1994-03-01 00:00:00,15.829999923706055,2.761906869073341,464.44000244140625,-0.005796645951561413,-0.015001860703945774,-0.012389576056103772,-0.0267888975938044,0.004488607271293562,304450000.0,0.12494857135195403,2.6932749155200555,0.6500000000000004,2.7,0.08999999999999986,12.720000267028809,14.359999656677246,11.170000076293945,11.859999656677246,14.84000015258789,16.690000534057617,11.729999542236328,11.649999618530273,12.140000343322754,12.210000038146973,13.5600004196167,11.289999961853027,13.40999984741211,11.109999656677246,12.649999618530273,16.719999313354492,17.899999618530273,16.06999969482422,13.779999732971191,18.760000228881836,17.049999237060547,17.889999389648438,20.84000015258789,19.8700008392334,21.0,22.290000915527344,22.31999969482422,26.010000228881836,23.3700008392334,19.34000015258789,22.829999923706055,18.0,36.47999954223633,43.47999954223633
1994-06-01 00:00:00,12.720000267028809,2.543175578904807,457.6300048828125,0.0024723079919805086,0.0061812640734226305,0.018214417044173186,0.014793236857804003,-0.014383753127115807,279910000.0,0.2559542143862714,2.906354462402774,0.6800000000000006,2.84,0.0,14.359999656677246,11.170000076293945,11.859999656677246,14.84000015258789,16.690000534057617,11.729999542236328,11.649999618530273,12.140000343322754,12.210000038146973,13.5600004196167,11.289999961853027,13.40999984741211,11.109999656677246,12.649999618530273,16.719999313354492,17.899999618530273,16.06999969482422,13.779999732971191,18.760000228881836,17.049999237060547,17.889999389648438,20.84000015258789,19.8700008392334,21.0,22.290000915527344,22.31999969482422,26.010000228881836,23.3700008392334,19.34000015258789,22.829999923706055,18.0,36.47999954223633,43.47999954223633,24.969999313354492
1994-07-01 00:00:00,14.359999656677246,2.664446539711808,446.20001220703125,0.004334848367612066,0.007649136089528661,-0.0270839517664655,-0.025293698670814737,-0.030459180126951764,199030000.0,-0.388115381159853,2.9714395809849465,0.6900000000000013,3.0199999999999996,0.009999999999999787,11.170000076293945,11.859999656677246,14.84000015258789,16.690000534057617,11.729999542236328,11.649999618530273,12.140000343322754,12.210000038146973,13.5600004196167,11.289999961853027,13.40999984741211,11.109999656677246,12.649999618530273,16.719999313354492,17.899999618530273,16.06999969482422,13.779999732971191,18.760000228881836,17.049999237060547,17.889999389648438,20.84000015258789,19.8700008392334,21.0,22.290000915527344,22.31999969482422,26.010000228881836,23.3700008392334,19.34000015258789,22.829999923706055,18.0,36.47999954223633,43.47999954223633,24.969999313354492,27.670000076293945
