Date,Projected Residuals,Model Residuals,Error
1993-02-19,-5.0255571678158155,-5.0255571678158155,0.0
1993-02-22,-0.5926272574492657,-0.4122611682073227,-0.18036608924194297
1993-02-23,-0.26156894559647625,0.23730402461086442,-0.49887297020734067
1993-02-24,-0.7846662421844961,-0.42184373676054676,-0.36282250542394934
1993-02-25,-1.3380458368447847,-1.0412010151055906,-0.29684482173919413
1993-02-26,-0.9919077746803069,-0.7491336463524654,-0.2427741283278415
1993-03-01,0.013624963213992203,0.21040334612923495,-0.19677838291524274
1993-03-02,-1.4797712201571205,-1.3228692464054443,-0.15690197375167614
1993-03-03,0.30300164684145336,0.4303484774386277,-0.12734683059717433
1993-03-04,-0.02438448988619335,0.0770706384823292,-0.10145512836852255
1993-03-05,0.4255690168395585,0.5066614144903436,-0.08109239765078513
1993-03-08,2.0042446318939895,2.068910074417955,-0.06466544252396567
1993-03-09,-2.0132902135412767,-1.962062601867812,-0.05122761167346468
1993-03-10,-0.2043430354878808,-0.16307918655846088,-0.04126384892941992
1993-03-11,0.20803091282140684,0.2410466006048857,-0.03301568778347885
1993-03-12,1.2873108823439345,1.3136997024787647,-0.026388820134830127
1993-03-15,-0.9230794370472015,-0.9020272349100935,-0.02105220213710801
1993-03-16,-0.1966040379145344,-0.17974521164574497,-0.01685882626878943
1993-03-17,-0.05240577116214595,-0.03892034868340488,-0.013485422478741071
1993-03-18,-0.439352534960852,-0.4285674234303727,-0.010785111530479341
1993-03-19,-1.033951647312671,-1.0253236344061811,-0.008628012906489957
1993-03-22,0.2641846386768858,0.27108905048147136,-0.006904411804585564
1993-03-23,-0.8294678390017971,-0.8239468977495772,-0.005520941252219913
1993-03-24,-0.7452603905370516,-0.7408437018501726,-0.004416688686879056
1993-03-25,-0.5890104779357088,-0.5854774980161377,-0.003532979919571133
1993-03-26,-0.12723222857559335,-0.12440638203484511,-0.0028258465407482447
1993-03-29,0.1802660467973798,0.1825260200023422,-0.0022599732049624066
1993-03-30,-0.5765217456451364,-0.5747144276764544,-0.001807317968681943
1993-03-31,0.14786585743748581,0.14931133169930888,-0.0014454742618230654
1993-04-01,0.3349720295774521,0.336128002533183,-0.0011559729557308884
1993-04-02,1.388605299067045,1.3895297411035301,-0.000924442036485118
1993-04-05,-0.3574085965566258,-0.35666935868397864,-0.0007392378726471804
1993-04-06,0.20538568688226455,0.20597688933854208,-0.0005912024562775287
1993-04-07,-0.5757444414669788,-0.5752716426026048,-0.0004727988643740133
1993-04-08,-0.8252119179845518,-0.824833798809971,-0.00037811917458085986
1993-04-12,-1.0148802298498936,-1.014577829561242,-0.0003024002886515831
1993-04-13,-0.4410060206924751,-0.44076417656543754,-0.00024184412703753821
1993-04-14,-0.1991317787518767,-0.19893836704978796,-0.0001934117020887527
1993-04-15,-1.0347182879213026,-1.034563610166849,-0.00015467775445365817
1993-04-16,0.084235360508222,0.08435906250186243,-0.00012370199364042378
1993-04-19,0.5126813761961113,0.5127803044423427,-9.892824623136676e-05
1993-04-20,-0.2764247036317631,-0.27634558792991193,-7.911570185115124e-05
1993-04-21,0.07078368068739849,0.07084695206452096,-6.327137712247577e-05
1993-04-22,0.4671040191802103,0.4671546192459264,-5.0600065716110976e-05
1993-04-23,0.6228135794982919,0.6228540458719074,-4.046637361554417e-05
1993-04-26,1.9023907488917509,1.9024231110475966,-3.236215584578872e-05
1993-04-27,-1.179363447483846,-1.179337566577125,-2.58809067208432e-05
1993-04-28,-0.6516426060135831,-0.6516219082055308,-2.069780805236121e-05
1993-04-29,-0.357144474610287,-0.35712792191577236,-1.6552694514615496e-05
1993-04-30,-0.49085814083090007,-0.49084490312242224,-1.3237708477831234e-05
1993-05-03,0.33523016205598744,0.33524074866669373,-1.0586610706297961e-05
1993-05-04,-0.8931135835771595,-0.8931051171385072,-8.46643865237695e-06
1993-05-05,0.11134587937755391,0.1113526502546236,-6.770877069683934e-06
1993-05-06,0.6741913181257058,0.6741967330057115,-5.414880005716327e-06
